Iteration 1: c = [, s = Ú√Õ, state = 0
Iteration 6965: c = }, s = raext, state = 9
Iteration 6966: c = x, s = etasa, state = 9
Iteration 6967: c = e, s = trxax, state = 9
Iteration 6968: c = (, s = txtae, state = 9
Iteration 6969: c = x, s = axrtt, state = 9
Iteration 6970: c =  , s = rstae, state = 9
Iteration 6971: c = {, s = esrar, state = 9
Iteration 6972: c = a, s = xeexa, state = 9
Iteration 6973: c = ), s = rrtxs, state = 9
Iteration 6974: c = (, s = rtxsr, state = 9
Iteration 6975: c = ], s = rsrss, state = 9
Iteration 6976: c = x, s = aasee, state = 9
Iteration 6977: c = e, s = rxert, state = 9
Iteration 6978: c =  , s = rxxax, state = 9
Iteration 6979: c = t, s = sxaex, state = 9
Iteration 6980: c = r, s = aasat, state = 9
Iteration 6981: c = s, s = xaxea, state = 9
Iteration 6982: c = r, s = ssxsa, state = 9
Iteration 6983: c = t, s = tsrrr, state = 9
Iteration 6984: c = [, s = tsxsr, state = 9
Iteration 6985: c = [, s = exttr, state = 9
Iteration 6986: c =  , s = esets, state = 9
Iteration 6987: c = a, s = atrre, state = 9
Iteration 6988: c = t, s = xaass, state = 9
Iteration 6989: c = e, s = aaxax, state = 9
Iteration 6990: c = (, s = rrast, state = 9
Iteration 6991: c = e, s = xrxaa, state = 9
Iteration 6992: c = ], s = ererr, state = 9
Iteration 6993: c = ), s = tattt, state = 9
Iteration 6994: c = [, s = saxrt, state = 9
Iteration 6995: c = {, s = xtaxr, state = 9
Iteration 6996: c = ), s = sasxa, state = 9
Iteration 6997: c = ), s = aaaes, state = 9
Iteration 6998: c = [, s = xtxtx, state = 9
Iteration 6999: c = r, s = seesr, state = 9
Iteration 7000: c = ], s = srxxs, state = 9
Iteration 7001: c = {, s = seeaa, state = 9
Iteration 7002: c = ), s = rxets, state = 9
Iteration 7003: c = ), s = xstes, state = 9
Iteration 7004: c = ), s = erete, state = 9
Iteration 7005: c = ), s = ttxae, state = 9
Iteration 7006: c = {, s = sertx, state = 9
Iteration 7007: c = a, s = raeax, state = 9
Iteration 7008: c = {, s = exert, state = 9
Iteration 7009: c = ), s = eaats, state = 9
Iteration 7010: c = ], s = xexes, state = 9
Iteration 7011: c = r, s = rrsee, state = 9
Iteration 7012: c =  , s = aarse, state = 9
Iteration 7013: c = t, s = txete, state = 9
Iteration 7014: c = }, s = xtxex, state = 9
Iteration 7015: c = x, s = tsatt, state = 9
Iteration 7016: c =  , s = rrrtr, state = 9
Iteration 7017: c = (, s = aexse, state = 9
Iteration 7018: c = ], s = xxaae, state = 9
Iteration 7019: c = x, s = xrxea, state = 9
Iteration 7020: c = e, s = rette, state = 9
Iteration 7021: c = {, s = xtsxs, state = 9
Iteration 7022: c = r, s = xsess, state = 9
Iteration 7023: c =  , s = xrtxr, state = 9
Iteration 7024: c = ), s = exxta, state = 9
Iteration 7025: c = }, s = eatse, state = 9
Iteration 7026: c = t, s = xartx, state = 9
Iteration 7027: c = [, s = exrrr, state = 9
Iteration 7028: c = }, s = rxarr, state = 9
Iteration 7029: c = r, s = eteee, state = 9
Iteration 7030: c = s, s = etxtx, state = 9
Iteration 7031: c = (, s = srser, state = 9
Iteration 7032: c = [, s = srtar, state = 9
Iteration 7033: c = e, s = xtrex, state = 9
Iteration 7034: c = (, s = xttxs, state = 9
Iteration 7035: c = ), s = sxrxa, state = 9
Iteration 7036: c = s, s = eeear, state = 9
Iteration 7037: c = {, s = exxtr, state = 9
Iteration 7038: c = (, s = xxxaa, state = 9
Iteration 7039: c = }, s = xtexr, state = 9
Iteration 7040: c = [, s = taras, state = 9
Iteration 7041: c = t, s = sseaa, state = 9
Iteration 7042: c = s, s = tsrer, state = 9
Iteration 7043: c = e, s = ssexe, state = 9
Iteration 7044: c = [, s = taasx, state = 9
Iteration 7045: c = ), s = ssaet, state = 9
Iteration 7046: c = ), s = etxxs, state = 9
Iteration 7047: c = ), s = tasxe, state = 9
Iteration 7048: c =  , s = xrset, state = 9
Iteration 7049: c = {, s = xeaxs, state = 9
Iteration 7050: c = }, s = artte, state = 9
Iteration 7051: c = t, s = txeaa, state = 9
Iteration 7052: c = s, s = ttttr, state = 9
Iteration 7053: c =  , s = etxer, state = 9
Iteration 7054: c = e, s = rxras, state = 9
Iteration 7055: c = ], s = aetax, state = 9
Iteration 7056: c = s, s = tetat, state = 9
Iteration 7057: c = t, s = atrra, state = 9
Iteration 7058: c = {, s = axtae, state = 9
Iteration 7059: c = t, s = seasr, state = 9
Iteration 7060: c =  , s = xsssr, state = 9
Iteration 7061: c = (, s = rrxer, state = 9
Iteration 7062: c =  , s = trtrt, state = 9
Iteration 7063: c = s, s = xxets, state = 9
Iteration 7064: c = }, s = esrxs, state = 9
Iteration 7065: c = x, s = arrxr, state = 9
Iteration 7066: c = [, s = etsar, state = 9
Iteration 7067: c = s, s = tsxxx, state = 9
Iteration 7068: c = {, s = rrrxe, state = 9
Iteration 7069: c = ), s = rexta, state = 9
Iteration 7070: c =  , s = tasxe, state = 9
Iteration 7071: c = ), s = attrt, state = 9
Iteration 7072: c = }, s = atrrs, state = 9
Iteration 7073: c = x, s = extst, state = 9
Iteration 7074: c = ), s = xaeas, state = 9
Iteration 7075: c = [, s = aaxxx, state = 9
Iteration 7076: c = (, s = xexax, state = 9
Iteration 7077: c = ], s = ttxtx, state = 9
Iteration 7078: c = s, s = esear, state = 9
Iteration 7079: c = r, s = aexea, state = 9
Iteration 7080: c = e, s = rrtta, state = 9
Iteration 7081: c = ), s = rarer, state = 9
Iteration 7082: c = }, s = arsxe, state = 9
Iteration 7083: c =  , s = xxraa, state = 9
Iteration 7084: c = [, s = erxte, state = 9
Iteration 7085: c = ], s = xerrr, state = 9
Iteration 7086: c = s, s = rxerx, state = 9
Iteration 7087: c = t, s = ttssx, state = 9
Iteration 7088: c = r, s = rsatt, state = 9
Iteration 7089: c = {, s = rrars, state = 9
Iteration 7090: c = e, s = sstee, state = 9
Iteration 7091: c = [, s = xttxx, state = 9
Iteration 7092: c = ), s = searx, state = 9
Iteration 7093: c = (, s = esaxs, state = 9
Iteration 7094: c = (, s = seeee, state = 9
Iteration 7095: c = [, s = sassa, state = 9
Iteration 7096: c = ), s = resae, state = 9
Iteration 7097: c = ], s = xxrxr, state = 9
Iteration 7098: c = (, s = aetrx, state = 9
Iteration 7099: c = t, s = xxear, state = 9
Iteration 7100: c = t, s = atsts, state = 9
Iteration 7101: c = ], s = rsxrs, state = 9
Iteration 7102: c = [, s = xerxe, state = 9
Iteration 7103: c = e, s = eeexs, state = 9
Iteration 7104: c = r, s = artss, state = 9
Iteration 7105: c = r, s = resxs, state = 9
Iteration 7106: c = s, s = texsx, state = 9
Iteration 7107: c = [, s = sstra, state = 9
Iteration 7108: c = ), s = raxta, state = 9
Iteration 7109: c = a, s = retxr, state = 9
Iteration 7110: c = }, s = seatx, state = 9
Iteration 7111: c = a, s = teaes, state = 9
Iteration 7112: c = e, s = easax, state = 9
Iteration 7113: c = ), s = tsxse, state = 9
Iteration 7114: c = }, s = rexte, state = 9
Iteration 7115: c = x, s = xxare, state = 9
Iteration 7116: c = s, s = txaex, state = 9
Iteration 7117: c = [, s = treae, state = 9
Iteration 7118: c = }, s = errex, state = 9
Iteration 7119: c = x, s = aexrs, state = 9
Iteration 7120: c = e, s = texra, state = 9
Iteration 7121: c = t, s = esxtx, state = 9
Iteration 7122: c = [, s = etxst, state = 9
Iteration 7123: c = e, s = taers, state = 9
Iteration 7124: c = e, s = rxare, state = 9
Iteration 7125: c = x, s = stras, state = 9
Iteration 7126: c = ], s = rrrse, state = 9
Iteration 7127: c = r, s = atttr, state = 9
Iteration 7128: c = s, s = rrtaa, state = 9
Iteration 7129: c = a, s = taese, state = 9
Iteration 7130: c = x, s = xtatx, state = 9
Iteration 7131: c = }, s = strrr, state = 9
Iteration 7132: c = e, s = rrsrt, state = 9
Iteration 7133: c = ), s = rsexs, state = 9
Iteration 7134: c = t, s = rseae, state = 9
Iteration 7135: c = a, s = aterr, state = 9
Iteration 7136: c = a, s = eartx, state = 9
Iteration 7137: c = }, s = txtxr, state = 9
Iteration 7138: c = t, s = rrsrs, state = 9
Iteration 7139: c = ], s = rtarr, state = 9
Iteration 7140: c = }, s = ttetx, state = 9
Iteration 7141: c = (, s = tsart, state = 9
Iteration 7142: c = r, s = arsse, state = 9
Iteration 7143: c = ], s = xtsse, state = 9
Iteration 7144: c = e, s = sxxex, state = 9
Iteration 7145: c = r, s = sraxa, state = 9
Iteration 7146: c = t, s = rxaar, state = 9
Iteration 7147: c = e, s = teexr, state = 9
Iteration 7148: c = r, s = xrxsx, state = 9
Iteration 7149: c = a, s = raaer, state = 9
Iteration 7150: c = x, s = rsxss, state = 9
Iteration 7151: c = e, s = xxtrt, state = 9
Iteration 7152: c = ], s = aaxat, state = 9
Iteration 7153: c = s, s = xxrrx, state = 9
Iteration 7154: c = a, s = taesx, state = 9
Iteration 7155: c = (, s = xesaa, state = 9
Iteration 7156: c = ), s = axtxx, state = 9
Iteration 7157: c = }, s = rxeee, state = 9
Iteration 7158: c = (, s = sxrss, state = 9
Iteration 7159: c =  , s = resxs, state = 9
Iteration 7160: c = e, s = aeerx, state = 9
Iteration 7161: c = [, s = axera, state = 9
Iteration 7162: c = a, s = srxex, state = 9
Iteration 7163: c = a, s = rsete, state = 9
Iteration 7164: c = {, s = rtxrr, state = 9
Iteration 7165: c = }, s = esxsr, state = 9
Iteration 7166: c = (, s = trsee, state = 9
Iteration 7167: c = ], s = erasx, state = 9
Iteration 7168: c = (, s = rtttx, state = 9
Iteration 7169: c = x, s = rtaxs, state = 9
Iteration 7170: c = r, s = sssae, state = 9
Iteration 7171: c = x, s = asxse, state = 9
Iteration 7172: c = [, s = axxtx, state = 9
Iteration 7173: c = ), s = xstrx, state = 9
Iteration 7174: c = {, s = rtxsr, state = 9
Iteration 7175: c = a, s = attrt, state = 9
Iteration 7176: c = e, s = raxtt, state = 9
Iteration 7177: c = (, s = sraae, state = 9
Iteration 7178: c =  , s = ssrex, state = 9
Iteration 7179: c = t, s = satat, state = 9
Iteration 7180: c = e, s = seata, state = 9
Iteration 7181: c = t, s = asrsr, state = 9
Iteration 7182: c = r, s = rsxet, state = 9
Iteration 7183: c = s, s = axert, state = 9
Iteration 7184: c = r, s = ssxra, state = 9
Iteration 7185: c = a, s = xtsas, state = 9
Iteration 7186: c = s, s = eexee, state = 9
Iteration 7187: c = }, s = xaxxx, state = 9
Iteration 7188: c = (, s = erste, state = 9
Iteration 7189: c = r, s = aatsa, state = 9
Iteration 7190: c = r, s = xxxra, state = 9
Iteration 7191: c = r, s = estrs, state = 9
Iteration 7192: c = s, s = eaetx, state = 9
Iteration 7193: c = }, s = xarxa, state = 9
Iteration 7194: c = (, s = settx, state = 9
Iteration 7195: c = x, s = txers, state = 9
Iteration 7196: c = t, s = axert, state = 9
Iteration 7197: c = e, s = sttar, state = 9
Iteration 7198: c = t, s = stxrt, state = 9
Iteration 7199: c = {, s = txrtr, state = 9
Iteration 7200: c = r, s = xraae, state = 9
Iteration 7201: c = (, s = ttsrx, state = 9
Iteration 7202: c = s, s = aesrs, state = 9
Iteration 7203: c = ], s = arstx, state = 9
Iteration 7204: c = }, s = sxstr, state = 9
Iteration 7205: c = t, s = asear, state = 9
Iteration 7206: c = r, s = raare, state = 9
Iteration 7207: c = x, s = essta, state = 9
Iteration 7208: c = r, s = extas, state = 9
Iteration 7209: c = e, s = ssrrx, state = 9
Iteration 7210: c = ], s = atxra, state = 9
Iteration 7211: c = s, s = axxta, state = 9
Iteration 7212: c = s, s = rxxtt, state = 9
Iteration 7213: c = e, s = ataae, state = 9
Iteration 7214: c = ], s = araea, state = 9
Iteration 7215: c = s, s = seets, state = 9
Iteration 7216: c = ), s = xsrtt, state = 9
Iteration 7217: c = ), s = etsst, state = 9
Iteration 7218: c = }, s = xxses, state = 9
Iteration 7219: c = ], s = aarsr, state = 9
Iteration 7220: c = ), s = srsat, state = 9
Iteration 7221: c = x, s = xsxet, state = 9
Iteration 7222: c = e, s = txxta, state = 9
Iteration 7223: c = r, s = rtsrt, state = 9
Iteration 7224: c = ], s = atrtx, state = 9
Iteration 7225: c = }, s = eaesa, state = 9
Iteration 7226: c = }, s = xttta, state = 9
Iteration 7227: c = e, s = eexaa, state = 9
Iteration 7228: c = }, s = xrstr, state = 9
Iteration 7229: c = }, s = eratx, state = 9
Iteration 7230: c = ), s = rsrtx, state = 9
Iteration 7231: c = {, s = axars, state = 9
Iteration 7232: c = e, s = sxsxs, state = 9
Iteration 7233: c = [, s = teest, state = 9
Iteration 7234: c = a, s = rrxxt, state = 9
Iteration 7235: c = [, s = satrx, state = 9
Iteration 7236: c = e, s = testx, state = 9
Iteration 7237: c = e, s = xetaa, state = 9
Iteration 7238: c = e, s = sssst, state = 9
Iteration 7239: c = }, s = eeres, state = 9
Iteration 7240: c = ], s = sarss, state = 9
Iteration 7241: c = s, s = rteae, state = 9
Iteration 7242: c = [, s = taeas, state = 9
Iteration 7243: c = a, s = esrxr, state = 9
Iteration 7244: c = (, s = atere, state = 9
Iteration 7245: c = ], s = aeetr, state = 9
Iteration 7246: c = (, s = aarxa, state = 9
Iteration 7247: c = t, s = teexs, state = 9
Iteration 7248: c = x, s = xxtee, state = 9
Iteration 7249: c =  , s = xrert, state = 9
Iteration 7250: c =  , s = arxaa, state = 9
Iteration 7251: c = ], s = saetx, state = 9
Iteration 7252: c = [, s = xarre, state = 9
Iteration 7253: c = x, s = rtxxe, state = 9
Iteration 7254: c = [, s = axrrr, state = 9
Iteration 7255: c = ), s = rarsa, state = 9
Iteration 7256: c = x, s = rstsx, state = 9
Iteration 7257: c =  , s = xexsx, state = 9
Iteration 7258: c = s, s = xtata, state = 9
Iteration 7259: c = s, s = xxett, state = 9
Iteration 7260: c = (, s = xress, state = 9
Iteration 7261: c = ], s = axets, state = 9
Iteration 7262: c = ), s = aaeae, state = 9
Iteration 7263: c = a, s = xsaxe, state = 9
Iteration 7264: c = r, s = txaex, state = 9
Iteration 7265: c = (, s = reese, state = 9
Iteration 7266: c = t, s = rterr, state = 9
Iteration 7267: c = [, s = asrrr, state = 9
Iteration 7268: c = a, s = txxxs, state = 9
Iteration 7269: c = (, s = exxas, state = 9
Iteration 7270: c = }, s = ttart, state = 9
Iteration 7271: c = ], s = axart, state = 9
Iteration 7272: c = }, s = saerx, state = 9
Iteration 7273: c = {, s = rtasr, state = 9
Iteration 7274: c = (, s = esrax, state = 9
Iteration 7275: c = [, s = teeax, state = 9
Iteration 7276: c =  , s = eresa, state = 9
Iteration 7277: c = x, s = sraer, state = 9
Iteration 7278: c = t, s = xassx, state = 9
Iteration 7279: c = r, s = seeer, state = 9
Iteration 7280: c = ], s = reasr, state = 9
Iteration 7281: c = s, s = aeaxr, state = 9
Iteration 7282: c = r, s = seett, state = 9
Iteration 7283: c = x, s = srxxt, state = 9
Iteration 7284: c = e, s = aesas, state = 9
Iteration 7285: c = (, s = exsxr, state = 9
Iteration 7286: c = a, s = txtes, state = 9
Iteration 7287: c = [, s = assts, state = 9
Iteration 7288: c = e, s = teese, state = 9
Iteration 7289: c = {, s = esest, state = 9
Iteration 7290: c = [, s = raees, state = 9
Iteration 7291: c = (, s = axxsa, state = 9
Iteration 7292: c = r, s = reese, state = 9
Iteration 7293: c = {, s = rexsa, state = 9
Iteration 7294: c =  , s = aerss, state = 9
Iteration 7295: c = r, s = xaxst, state = 9
Iteration 7296: c = (, s = arssx, state = 9
Iteration 7297: c = x, s = trxss, state = 9
Iteration 7298: c = ], s = ssesr, state = 9
Iteration 7299: c = ), s = sxasx, state = 9
Iteration 7300: c = a, s = aeers, state = 9
Iteration 7301: c = x, s = eaett, state = 9
Iteration 7302: c = ), s = axrtt, state = 9
Iteration 7303: c = (, s = asaas, state = 9
Iteration 7304: c = }, s = texxr, state = 9
Iteration 7305: c = {, s = rxxrx, state = 9
Iteration 7306: c = e, s = sexrx, state = 9
Iteration 7307: c = a, s = rxxtr, state = 9
Iteration 7308: c = ], s = sxxxe, state = 9
Iteration 7309: c = a, s = sxetr, state = 9
Iteration 7310: c = {, s = xrssr, state = 9
Iteration 7311: c = (, s = xrsaa, state = 9
Iteration 7312: c = x, s = aessx, state = 9
Iteration 7313: c = a, s = xtxtx, state = 9
Iteration 7314: c = ), s = arsas, state = 9
Iteration 7315: c = a, s = arrxx, state = 9
Iteration 7316: c =  , s = xstas, state = 9
Iteration 7317: c = e, s = trets, state = 9
Iteration 7318: c = t, s = xaera, state = 9
Iteration 7319: c = (, s = xtaex, state = 9
Iteration 7320: c = a, s = essss, state = 9
Iteration 7321: c = a, s = rrxts, state = 9
Iteration 7322: c = ), s = xrtxs, state = 9
Iteration 7323: c = {, s = etxxx, state = 9
Iteration 7324: c = [, s = srers, state = 9
Iteration 7325: c = x, s = rtsar, state = 9
Iteration 7326: c = r, s = errtr, state = 9
Iteration 7327: c = s, s = strea, state = 9
Iteration 7328: c = ), s = xsear, state = 9
Iteration 7329: c = e, s = xexsx, state = 9
Iteration 7330: c = r, s = stser, state = 9
Iteration 7331: c = t, s = estet, state = 9
Iteration 7332: c = t, s = assxr, state = 9
Iteration 7333: c = s, s = xsxea, state = 9
Iteration 7334: c = s, s = ttaaa, state = 9
Iteration 7335: c = a, s = tsxre, state = 9
Iteration 7336: c =  , s = xsarr, state = 9
Iteration 7337: c = r, s = xterr, state = 9
Iteration 7338: c = s, s = tstrr, state = 9
Iteration 7339: c = x, s = attas, state = 9
Iteration 7340: c = a, s = resxa, state = 9
Iteration 7341: c = ], s = eaetr, state = 9
Iteration 7342: c = a, s = tatsx, state = 9
Iteration 7343: c = x, s = taxsr, state = 9
Iteration 7344: c = t, s = sxtxs, state = 9
Iteration 7345: c =  , s = estrr, state = 9
Iteration 7346: c = x, s = steat, state = 9
Iteration 7347: c = [, s = rxrxr, state = 9
Iteration 7348: c = {, s = esaat, state = 9
Iteration 7349: c = s, s = txrar, state = 9
Iteration 7350: c = a, s = eeaax, state = 9
Iteration 7351: c = }, s = taaaa, state = 9
Iteration 7352: c =  , s = xrraa, state = 9
Iteration 7353: c = a, s = xsxrr, state = 9
Iteration 7354: c = }, s = axtax, state = 9
Iteration 7355: c = (, s = reaes, state = 9
Iteration 7356: c = e, s = easat, state = 9
Iteration 7357: c = (, s = xeexe, state = 9
Iteration 7358: c = a, s = rxass, state = 9
Iteration 7359: c = x, s = xxsee, state = 9
Iteration 7360: c = r, s = staaa, state = 9
Iteration 7361: c = r, s = earas, state = 9
Iteration 7362: c = r, s = tatrt, state = 9
Iteration 7363: c = x, s = etsex, state = 9
Iteration 7364: c = a, s = xxxrr, state = 9
Iteration 7365: c = s, s = aersr, state = 9
Iteration 7366: c = r, s = ateax, state = 9
Iteration 7367: c = [, s = eassx, state = 9
Iteration 7368: c =  , s = rstxt, state = 9
Iteration 7369: c = x, s = xetee, state = 9
Iteration 7370: c =  , s = axetr, state = 9
Iteration 7371: c = s, s = exrte, state = 9
Iteration 7372: c = ], s = raear, state = 9
Iteration 7373: c = ], s = atasa, state = 9
Iteration 7374: c = {, s = saeat, state = 9
Iteration 7375: c = [, s = ssers, state = 9
Iteration 7376: c = x, s = ssess, state = 9
Iteration 7377: c = ], s = aeres, state = 9
Iteration 7378: c = a, s = raxes, state = 9
Iteration 7379: c = a, s = arexs, state = 9
Iteration 7380: c =  , s = rxtxx, state = 9
Iteration 7381: c = r, s = xtere, state = 9
Iteration 7382: c = a, s = aress, state = 9
Iteration 7383: c = a, s = raxsx, state = 9
Iteration 7384: c = t, s = taaas, state = 9
Iteration 7385: c = t, s = axxst, state = 9
Iteration 7386: c = ), s = eseea, state = 9
Iteration 7387: c = [, s = arsst, state = 9
Iteration 7388: c = r, s = rrret, state = 9
Iteration 7389: c = e, s = eetax, state = 9
Iteration 7390: c =  , s = srrts, state = 9
